URL,Station de service,Ville,Adresse,Coordinates,Energies,Lavage,Paiement,Produits & Services,Services,Club TotalEnergies,Truck,H2 Conversion
https://store.totalenergies.fr/fr_FR/NF059116,RELAIS SERIGUETTE,AIMARGUES,"2 bis. ROUTE DE LA PETITE CAMARGUE  , 30470 AIMARGUES, FRANCE","43.6961378,4.2007447","AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, GPL, Super Ethanol e85, SP95 e10, GNR, ",,"Routex, UTA, DKV, Mobility de TotalEnergies, MOL, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Aral, ","AdBlue Truck, ","Café, Justbip, Wifi, AdBlue bidon, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, Truck store, ",0
https://store.totalenergies.fr/fr_FR/NF080036,RELAIS DEVEZE,BEZIERS,"1 AVENUE DE LA DEVEZE  , 34500 BEZIERS, FRANCE","43.33150089999999,3.2474023","AdBlue Truck, Super Ethanol e85, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, ","UTA, Carte Jubileo, MOL, Carte Wash, American Express, DKV, Mastercard, Eurotrafic, Visa, Carte Club TotalEnergies, Aral, Routex, Mobility de TotalEnergies, ","AdBlue Truck, ","FDJ, Café, Lavage à Rouleaux, Justbip, Gonflage, Wifi, AdBlue bidon, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, Truck store, ",0
https://store.totalenergies.fr/fr_FR/NF080198,RELAIS SAINT MATHURIN,ALLONNE,"ZAC SAINT MATHURIN - RD 1001  , 60000 ALLONNE, FRANCE","49.409445,2.12815","Borne DC175 kW, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GNR, ","Aspirateur, Lavage à Rouleaux, ","Visa, American Express, Mastercard, Eurotrafic, Carte Jubileo, Carte Club TotalEnergies, MOL, DKV, Mobility de TotalEnergies, UTA, Aral, Carte Wash, Routex, ","AdBlue Truck, ","Café, Lavage à Rouleaux, Gonflage, Wifi, Justbip, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, Pompes PL, ",1
https://store.totalenergies.fr/fr_FR/NF080197,REL.LORRAINE LES RAPPES,SANDAUCOURT,"AUT.A31-LORRAINE LES RAPPES  , 88170 SANDAUCOURT, FRANCE","48.2659392,5.863884","Borne AC43/DC50 kW, Borne DC175 kW, SP95 e10, Excellium 98, Excellium Diesel, Diesel, GPL, Super Ethanol e85, Excellium Grand Froid, AdBlue Truck, ",,"Mobility de TotalEnergies, Carte Jubileo, Carte Club TotalEnergies, American Express, MOL, DKV, Mastercard, Eurotrafic, UTA, Visa, Aral, Routex, ","AdBlue Truck, ","Défibrillateur, Café, Wifi, Autoroutière, Toilettes, Gonflage, Click & Collect Lyf, Justbip, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Jauge Cadeau, Adhésion station, Carte Club acceptée, Club Bus, ","Truck, Pompes PL, ",0
https://store.totalenergies.fr/fr_FR/NF058916,REL.MORAINVILLIERS NORD,MORAINVILLIERS,"A13 - AIRE DE MORAINVILLIERS NORD  , 78630 MORAINVILLIERS, FRANCE","48.9411429,1.9543387","Diesel, GPL, SP95 e10, Excellium 98, GNR, Excellium Diesel, AdBlue Truck, Super Ethanol e85, ",,"Mobility de TotalEnergies, MOL, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, Routex, Aral, ","AdBlue Truck, ","Click & Collect Lyf, Toilettes, Défibrillateur, Autoroutière, Justbip, Gonflage, Wifi, Café, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, Club Bus, ","Truck, Parking PL, Truck store, ",0
https://store.totalenergies.fr/fr_FR/NF040353,REL. CRETEIL A86,CRETEIL,"A86 CARREFOUR POMPADOUR  , 94000 CRETEIL, FRANCE","48.7776314,2.4408508","AdBlue Truck, Excellium Diesel, Excellium 98, Super Ethanol e85, Diesel, GPL, SP95 e10, ",,"Mobility de TotalEnergies, MOL, DKV, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Routex, American Express, Mastercard, UTA, Aral, ","AdBlue Truck, ","Défibrillateur, Toilettes, Boutique, Café, Justbip, Gonflage, AdBlue bidon, Wifi, ","Jauge Cadeau, Assistance Club 10 Jours, Adhésion station, Carte Club acceptée, ","Truck, Parking PL, Truck store, ",0
https://store.totalenergies.fr/fr_FR/NF080155,REL.LIMOURS JANVRY,JANVRY,"A10 AIRE DE LIMOURS JANVRY  , 91640 JANVRY, FRANCE","48.6371317,2.1488045","Borne DC175 kW, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, GPL, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","American Express, DKV, Mastercard, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Eurotrafic, Aral, Routex, Mobility de TotalEnergies, ","AdBlue Truck, ","Défibrillateur, Autoroutière, Lavage à Rouleaux, Café, Click & Collect Lyf, Scan, Pay & Go Lyf Pay, Justbip, Toilettes, Gonflage, Wifi, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Jauge Cadeau, Adhésion station, Carte Club acceptée, Club Bus, ","Truck, Parking PL, Truck store, ",1
https://store.totalenergies.fr/fr_FR/NF077385,SARL S.B.H,FUVEAU,"LIEUDIT ST-CHARLES CD6 RTE TRETS  , 13710 FUVEAU, FRANCE","43.460804,5.606396999999999","Super Ethanol e85, AdBlue Truck, GNR, Excellium 98, Excellium Diesel, Diesel, GPL, SP95 e10, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, ","Carte Wash, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, DKV, Mastercard, Eurotrafic, Routex, MOL, American Express, Mobility de TotalEnergies, Aral, ","AdBlue Truck, ","Café, Lavage à Rouleaux, Toilettes, Gonflage, Wifi, AdBlue bidon, Espace Pro, ","Club Truck, Assistance Club 30 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, Brosse Pare-Brise PL, ",0
https://store.totalenergies.fr/fr_FR/NF070001,GARAGE COURTOIS,CERNAY,"FAUBOURG DE BELFORT  , 68700 CERNAY, FRANCE","47.7925799,7.171125","Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ","Lavage à Rouleaux, ","Mastercard, Eurotrafic, UTA, American Express, DKV, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Mobility de TotalEnergies, Routex, Aral, ",,"Lavage à Rouleaux, Toilettes, Wifi, ","Club Truck, Assistance Club 30 Jours, Jauge Cadeau, Carte Club acceptée, Cagnotte TotalEnergies, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF021142,SARL MACON MONDEVILLE,MONDEVILLE,"8 AVENUE PIERRE MENDES FRANCE  , 14120 MONDEVILLE, FRANCE","49.1719552,-0.3301914","AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Fioul Premier, Super Ethanol e85, SP95 e10, ","Lavage Haute Pression, Aspirateur, ","Routex, Mobility de TotalEnergies, MOL, Aral, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, DKV, UTA, ","AdBlue Truck, ","Toilettes, Boutique, Baie de maintenance, Espace Pro, Wifi, AdBlue bidon, ","Assistance Club 30 Jours, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, Club Truck, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF042333,RELAIS FRESNES LES MONTAUBAN,FRESNES LES MONTAUBAN,"ROUTE DEPARTEMENTALE 950  , 62490 FRESNES LES MONTAUBAN, FRANCE","50.3343535,2.9324395","Excellium Grand Froid, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Routex, Carte Jubileo, Mobility de TotalEnergies, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Club TotalEnergies, MOL, Aral, ","AdBlue Truck, ","Café, Justbip, Gonflage, Wifi, ","Assistance Club 10 Jours, Cagnotte TotalEnergies, Jauge Cadeau, Carte Club acceptée, Adhésion station, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF030340,POREZ AUTO LOCA STATION,ST QUENTIN,"98 RUE ALEXANDRE DUMAS  , 02100 ST QUENTIN, FRANCE","49.8486264,3.2713774","Excellium Grand Froid, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ",,"Routex, Mobility de TotalEnergies, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, ","AdBlue Truck, ","Baie de maintenance, Boutique, Wifi, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF058196,RELAIS CITADELLE,VERDUN,"4 AVENUE DU GENERAL DE GAULLE  , 55100 VERDUN, FRANCE","49.1646898,5.379833","Excellium Grand Froid, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","American Express, DKV, Mastercard, Eurotrafic, Visa, Carte Jubileo, MOL, Mobility de TotalEnergies, Routex, Aral, UTA, Carte Club TotalEnergies, ","AdBlue Truck, ","Café, Lavage à Rouleaux, Justbip, Gonflage, Wifi, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF029267,SARL REL 3 SAPINS,MENONCOURT,"1 RUE DE LA BAUME  , 90150 MENONCOURT, FRANCE","47.6879943,6.9551196","AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Fioul Premier, SP95 e10, Excellium Grand Froid, ","Lavage Haute Pression, Aspirateur, ","Routex, Mobility de TotalEnergies, Carte Jubileo, Carte Club TotalEnergies, MOL, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Aral, ","AdBlue Truck, ","Boutique, Toilettes, Wifi, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF040392,STATION SERVICE MEDINE,VALLETOT,"33 RTE DE MEDINE - CD.89  , 27350 VALLETOT, FRANCE","49.3722338,0.6275373","AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, SP95 e10, GNR, ",,"American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Mobility de TotalEnergies, MOL, DKV, UTA, Routex, Aral, ","AdBlue Truck, ","Boutique, Wifi, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Jauge Cadeau, Adhésion station, Carte Club acceptée, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF001465,RELAIS VANDOEUVRE,VANDOEUVRE LES NANCY,"D570 LE REVEILLEUX  , 54500 VANDOEUVRE LES NANCY, FRANCE","48.6527408,6.1849493","Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, GPL, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, Lavage Haute Pression, ","Routex, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Mobility de TotalEnergies, Aral, ",,"Café, Lavage à Rouleaux, Justbip, Gonflage, Wifi, ","Jauge Cadeau, Assistance Club 10 Jours, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF078008,RELAIS GRAND PRE,GOUSSAINVILLE,"32/38 AV DE LA GARE  , 95190 GOUSSAINVILLE, FRANCE","49.0155943,2.4703296","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","DKV, UTA, MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Carte Wash, Mobility de TotalEnergies, Aral, Routex, ",,"Wifi, Boutique, Baie de maintenance, Lavage à Rouleaux, Amazon Locker, Justbip, Gonflage, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF080105,ATLANTIC STATION SERVICE,ANGOULINS,"RN 137 ROUTE DE ROCHEFORT  , 17690 ANGOULINS, FRANCE","46.070484,-1.0907038","Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"MOL, Aral, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, Routex, Mobility de TotalEnergies, ",,"Wifi, AdBlue bidon, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF080111,RELAIS PONT DE JUSTICE....,NIMES,"314 ROUTE D'AVIGNON  , 30000 NIMES, FRANCE","43.8504639,4.4006478","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GPL, AdBlue Truck, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, Lavage HP 2 roues, ","MOL, DKV, UTA, Carte Wash, Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Aral, American Express, Routex, ","AdBlue Truck, ","AdBlue bidon, Lavage à Rouleaux, Wifi, ","Assistance Club 30 Jours, Jauge Cadeau, Club Truck, Carte Club acceptée, Cagnotte TotalEnergies, Adhésion station, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF080191,RELAIS CHAMP DU ROY,LAON,"ZAC DU CHAMP DU ROY  , 02000 LAON, FRANCE","49.564133,3.61989","Borne AC43/DC50 kW, Borne DC175 kW, Excellium Grand Froid, AdBlue Truck, GNC, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GNR, ","Aspirateur, Lavage à Rouleaux, ","DKV, Mobility de TotalEnergies, Carte Club TotalEnergies, MOL, Visa, Carte Jubileo, American Express, Mastercard, Eurotrafic, UTA, Aral, Routex, AS24, ","AdBlue Truck, ","Lavage à Rouleaux, Wifi, Justbip, Toilettes, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF078212,REL.GALANDE LAMARE LAROCHE,REAU,"A5B - AIRE DE GALANDE LAMARE  , 77550 REAU, FRANCE","48.6105416,2.6332823","GNC, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","MOL, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, DKV, Mastercard, Eurotrafic, American Express, Aral, Routex, Mobility de TotalEnergies, ","AdBlue Truck, ","Défibrillateur, Espace Pro, Café, Autoroutière, Wifi, Justbip, Lavage à Rouleaux, Lavomatic, Gonflage, Click & Collect Lyf, AdBlue bidon, ","Assistance Club 30 Jours, Cagnotte TotalEnergies, Jauge Cadeau, Adhésion station, Carte Club acceptée, Club Bus, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF059562,REL.BARRY,VERSAILLES,"71 RUE DES CHANTIERS  , 78000 VERSAILLES, FRANCE","48.7932985,2.1437402","Diesel, GPL, SP95 e10, Excellium 98, Excellium Diesel, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, Lavage HP 2 roues, ","DKV, UTA, Eurotrafic, Visa, Carte Club TotalEnergies, MOL, Carte Wash, American Express, Mastercard, Carte Jubileo, Aral, Routex, Mobility de TotalEnergies, ",,"Café, Boutique, Lavage à Rouleaux, Toilettes, Justbip, Gonflage, Wifi, AdBlue bidon, ","Jauge Cadeau, Assistance Club 10 Jours, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080139,RELAIS DE CUSE ET ADRISANS,CUSE ET ADRISANS,"ZA DU PRE ROND  , 25680 CUSE ET ADRISANS, FRANCE","47.47963,6.391074","Excellium 98, Excellium Diesel, Diesel, SP95 e10, Excellium Grand Froid, ","Lavage à Rouleaux, ","American Express, Eurotrafic, Mobility de TotalEnergies, DKV, Mastercard, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, Routex, ",,"Lavage à Rouleaux, Wifi, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080151,SARL SJCP,MIREPOIX,"247 AVENUE CHARLES DE GAULLE  , 09500 MIREPOIX, FRANCE","43.0848263,1.8763142","AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ",,"DKV, UTA, Mobility de TotalEnergies, MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Aral, Routex, ","AdBlue Truck, ","Toilettes, Wifi, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080178,RELAIS PORTES DE YEBLES,YEBLES,"RD 619 - DE CORBEIL A GUIGNES  , 77390 YEBLES, FRANCE","48.6353923,2.770697","Borne AC43/DC50 kW, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GNR, ","Aspirateur, Lavage à Rouleaux, ","MOL, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Mobility de TotalEnergies, DKV, Aral, UTA, ","AdBlue Truck, ","Gonflage, Lavage à Rouleaux, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF070641,REL.LES VOLCANS-D'AUVERGNE EST VL,SAINT AGOULIN,"A71 - AIRE DES VOLCANS D AUVERGNE  , 63260 SAINT AGOULIN, FRANCE","46.0576278,3.1152539","Borne AC43/DC50 kW, Borne DC175 kW, Super Ethanol e85, SP95 e10, Excellium 98, Excellium Diesel, Diesel, GPL, Excellium Grand Froid, AdBlue Truck, ",,"Carte Jubileo, Carte Club TotalEnergies, MOL, Eurotrafic, American Express, DKV, Mastercard, UTA, Visa, Mobility de TotalEnergies, Aral, Routex, ","AdBlue Truck, ","Défibrillateur, Café, Autoroutière, Toilettes, Justbip, Click & Collect Lyf, Wifi, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, Club Bus, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080294,REL.RESSONS OUEST,RESSONS SUR MATZ,"A1 SENS LILLE/PARIS REPERE 80.260  , 60490 RESSONS SUR MATZ, FRANCE","49.5584798,2.7343987","Borne AC43/DC50 kW, Excellium 98, Excellium Diesel, Diesel, GPL, SP95 e10, AdBlue Truck, Super Ethanol e85, ",,"MOL, DKV, UTA, Mobility de TotalEnergies, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Aral, Routex, ","AdBlue Truck, ","Défibrillateur, Wifi, Justbip, Toilettes, Autoroutière, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF059277,RELAIS DES 3 ARBRES,FEGERSHEIM,"ROUTE DE STRASBOURG RN 83  , 67640 FEGERSHEIM, FRANCE","48.5086147,7.6964393","Excellium Grand Froid, Excellium 98, Excellium Diesel, GPL, SP95 e10, Diesel B10, ",,"Mobility de TotalEnergies, American Express, DKV, Mastercard, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, Routex, Eurotrafic, ",,"Café, Wifi, Toilettes, Justbip, Gonflage, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Jauge Cadeau, Adhésion station, Carte Club acceptée, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF059042,REL.BEAUNE TAILLY,MERCEUIL,"A6 - AIRE DE BEAUNE TAILLY  , 21190 MERCEUIL, FRANCE","46.9625676,4.8354827","Borne AC43/DC50 kW, Borne DC175 kW, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, Excellium Grand Froid, AdBlue Truck, ",,"Routex, Eurotrafic, Mobility de TotalEnergies, Aral, American Express, DKV, Mastercard, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, ","AdBlue Truck, ","Défibrillateur, Café, Autoroutière, Click & Collect Lyf, Scan, Pay & Go Lyf Pay, Toilettes, Justbip, Wifi, Gonflage, ","Assistance Club 30 Jours, Jauge Cadeau, Carte Club acceptée, Adhésion station, Club Truck, Cagnotte TotalEnergies, Club Bus, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF039578,MME VIGOUROUX-BESSE,VAZEILLES LIMANDRE,"RN 102 - LIMANDRE  , 43320 VAZEILLES LIMANDRE, FRANCE","45.1248871,3.6991168","Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Routex, American Express, Mastercard, Eurotrafic, Carte Jubileo, Carte Club TotalEnergies, MOL, UTA, Mobility de TotalEnergies, Aral, DKV, Visa, ",,"Baie de maintenance, Boutique, Toilettes, Wifi, ","Assistance Club 30 Jours, Jauge Cadeau, Club Truck, Carte Club acceptée, Cagnotte TotalEnergies, Adhésion station, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF064002,RELAIS HAULCHIN CROIX STE MARIE,HAULCHIN,"ROUTE DEPARTEMENTALE 630  , 59121 HAULCHIN, FRANCE","50.3154829,3.4399096","AdBlue Truck, Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","Eurotrafic, Mastercard, Carte Jubileo, American Express, DKV, UTA, Visa, Carte Club TotalEnergies, MOL, Aral, Mobility de TotalEnergies, Routex, ","AdBlue Truck, ","Café, Lavage à Rouleaux, Wifi, Justbip, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, Adhésion station, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF064023,RELAIS RAILLENCOURT-SAINTE-OLLE,RAILLENCOURT STE OLLE,"16 BIS ROUTE DE BAPAUME  , 59554 RAILLENCOURT STE OLLE, FRANCE","50.1760599,3.2031833","Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","American Express, DKV, Eurotrafic, UTA, Visa, Carte Club TotalEnergies, Mastercard, Carte Jubileo, MOL, Mobility de TotalEnergies, Aral, Routex, ",,"Café, Lavage à Rouleaux, Toilettes, Justbip, Gonflage, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, Adhésion station, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF080293,EUREKA STATION SAMAZAN,SAMAZAN,"Z.I.SAMAZAN-ieu dit Les Barthes  , 47250 SAMAZAN, FRANCE","44.433781,0.130393","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GNR, AdBlue Truck, ",,"American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Mobility de TotalEnergies, Aral, DKV, UTA, ","AdBlue Truck, ","Toilettes, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080222,SARL DISTRI BRESSE,LE MIROIR,"ESPACE D ACTIVITES MILLEURE  , 71480 LE MIROIR, FRANCE","46.5492046,5.3230823","Excellium 98, Excellium Diesel, Diesel, SP95 e10, Excellium Grand Froid, AdBlue Truck, ",,"Mobility de TotalEnergies, American Express, DKV, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, Routex, ","AdBlue Truck, ","Wifi, ",,"Truck, ",0
https://store.totalenergies.fr/fr_FR/NF088455,SARL LE RELAIS DE L'OIE,ESSARTS EN BOCAGE,"56 RTE NATIONALE - L'OIE  , 85140 ESSARTS EN BOCAGE, FRANCE","46.79823200000001,-1.130051","SP95 e10, AdBlue Truck, Super Ethanol e85, Excellium 98, Excellium Diesel, Diesel, ",,"Carte Club TotalEnergies, Carte Wash, Visa, UTA, American Express, Mastercard, Eurotrafic, Carte Jubileo, MOL, Routex, Mobility de TotalEnergies, DKV, Aral, ","AdBlue Truck, ","AdBlue bidon, Toilettes, Gonflage, ","Assistance Club 30 Jours, Jauge Cadeau, Carte Club acceptée, Cagnotte TotalEnergies, Adhésion station, Club Truck, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF006351,SARL ETS BORDONI ET CIE,RICHEMONT,"12 RUE DU MARABOUT  , 57270 RICHEMONT, FRANCE","49.2976215,6.1652066","Excellium Grand Froid, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, GNR, ","Lavage à Rouleaux, Aspirateur, ","Routex, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Eurotrafic, American Express, DKV, Mastercard, Mobility de TotalEnergies, Aral, ","AdBlue Truck, ","Boutique, Lavage à Rouleaux, Toilettes, Wifi, ","Assistance Club 30 Jours, Jauge Cadeau, Club Truck, Carte Club acceptée, Cagnotte TotalEnergies, Adhésion station, ","Truck, ",1
https://store.totalenergies.fr/fr_FR/NF007077,RELAIS RESIDENCE,NANTUA,"ROUTE DE LA CLUSE D 1084  , 01130 NANTUA, FRANCE","46.1649649,5.584787299999999","Excellium 98, Excellium Diesel, Diesel, SP95 e10, Excellium Grand Froid, ","Lavage à Rouleaux, Aspirateur, ","Routex, Mastercard, American Express, DKV, Eurotrafic, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Mobility de TotalEnergies, Aral, ",,"Café, Baie de maintenance, Lavage à Rouleaux, Justbip, Wifi, Gonflage, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, Adhésion station, ","Truck, ",0
https://store.totalenergies.fr/fr_FR/NF080239,ETS DORMOY FRERES 2,VESOUL,"22 ROUTE DE PARIS  , 70000 VESOUL, FRANCE","47.634029,6.158515","Excellium Grand Froid, SP95 e10, AdBlue Truck, Excellium 98, Excellium Diesel, Diesel, ",,"UTA, Mobility de TotalEnergies, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, DKV, ","AdBlue Truck, ","Toilettes, Wifi, ",,"Truck, ",1
https://store.totalenergies.fr/fr_FR/NF080249,RELAIS DE VERSAILLES,VERSAILLES,"10 RUE DES ETATS GENERAUX  , 78000 VERSAILLES, FRANCE","48.79981280000001,2.1325288","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, AdBlue Truck, ","Aspirateur, Lavage à Rouleaux, ","Visa, Carte Jubileo, American Express, Mastercard, Eurotrafic, Carte Club TotalEnergies, MOL, Mobility de TotalEnergies, DKV, UTA, Aral, Routex, ","AdBlue Truck, ","Wifi, Lavage à Rouleaux, Toilettes, Gonflage, ",,"Truck, ",1
